"Year","Gender","Level of Degree or Other Award","Academic Discipline, Detailed (standardized)","Academic Institution (standardized)","FICE","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
2000,"Male","Master's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,31
2000,"Male","Master's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,13
2000,"Male","Master's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,5
2000,"Male","Master's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,65
2000,"Male","Master's Degrees","Civil Engineering","Purdue University, Main Campus",1825,48
2000,"Male","Master's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,50
2000,"Male","Master's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,96
2000,"Male","Master's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,48
2000,"Male","Master's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,53
2000,"Male","Master's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,11
2000,"Male","Master's Degrees","Materials Engineering","Purdue University, Main Campus",1825,8
2000,"Male","Master's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,13
2000,"Male","Master's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,50
2000,"Male","Master's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,25
2000,"Male","Master's Degrees","Other Engineering","Purdue University, Main Campus",1825,66
2000,"Male","Master's Degrees","Astronomy","Indiana University at Bloomington",1809,1
2000,"Male","Master's Degrees","Chemistry","Indiana University at Bloomington",1809,9
2000,"Male","Master's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Master's Degrees","Chemistry","Purdue University, Main Campus",1825,7
2000,"Male","Master's Degrees","Physics","Indiana University at Bloomington",1809,8
2000,"Male","Master's Degrees","Physics","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Master's Degrees","Physics","Purdue University, Main Campus",1825,11
2000,"Male","Master's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,6
2000,"Male","Master's Degrees","Earth Sciences","Indiana University at Bloomington",1809,6
2000,"Male","Master's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,9
2000,"Male","Master's Degrees","Earth Sciences","Purdue University, Main Campus",1825,6
2000,"Male","Master's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,13
2000,"Male","Master's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,9
2000,"Male","Master's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,25
2000,"Male","Master's Degrees","Computer Science","Indiana University at Bloomington",1809,19
2000,"Male","Master's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,30
2000,"Male","Master's Degrees","Computer Science","Purdue University, Main Campus",1825,45
2000,"Male","Master's Degrees","Agricultural Sciences","Indiana University at Bloomington",1809,21
2000,"Male","Master's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,21
2000,"Male","Master's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,20
2000,"Male","Master's Degrees","Biological Sciences","Indiana University at Bloomington",1809,4
2000,"Male","Master's Degrees","Biological Sciences","Pennsylvania State U, Main Campus",6965,14
2000,"Male","Master's Degrees","Biological Sciences","Purdue University, Main Campus",1825,7
2000,"Male","Master's Degrees","Medical Sciences","Indiana University at Bloomington",1809,3
2000,"Male","Master's Degrees","Medical Sciences","Purdue University, Main Campus",1825,5
2000,"Male","Master's Degrees","Other Life Sciences","Indiana University at Bloomington",1809,3
2000,"Male","Master's Degrees","Other Life Sciences","Pennsylvania State U, Main Campus",6965,7
2000,"Male","Master's Degrees","Other Life Sciences","Purdue University, Main Campus",1825,4
2000,"Male","Master's Degrees","Psychology","Pennsylvania State U, Main Campus",6965,10
2000,"Male","Master's Degrees","Psychology","Purdue University, Main Campus",1825,6
2000,"Male","Master's Degrees","Economics","Indiana University at Bloomington",1809,5
2000,"Male","Master's Degrees","Economics","Pennsylvania State U, Main Campus",6965,15
2000,"Male","Master's Degrees","Economics","Purdue University, Main Campus",1825,25
2000,"Male","Master's Degrees","Political Science and Public Administration","Indiana University at Bloomington",1809,58
2000,"Male","Master's Degrees","Political Science and Public Administration","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Master's Degrees","Political Science and Public Administration","Purdue University, Main Campus",1825,4
2000,"Male","Master's Degrees","Sociology","Indiana University at Bloomington",1809,6
2000,"Male","Master's Degrees","Sociology","Pennsylvania State U, Main Campus",6965,4
2000,"Male","Master's Degrees","Sociology","Purdue University, Main Campus",1825,4
2000,"Male","Master's Degrees","Anthropology","Indiana University at Bloomington",1809,3
2000,"Male","Master's Degrees","Anthropology","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Master's Degrees","Linguistics","Indiana University at Bloomington",1809,6
2000,"Male","Master's Degrees","History of Science","Indiana University at Bloomington",1809,7
2000,"Male","Master's Degrees","Area and Ethnic Studies","Indiana University at Bloomington",1809,19
2000,"Male","Master's Degrees","Other Social Sciences","Indiana University at Bloomington",1809,10
2000,"Male","Master's Degrees","Other Social Sciences","Pennsylvania State U, Main Campus",6965,12
2000,"Male","Master's Degrees","Engineering Technologies","Pennsylvania State U, Main Campus",6965,11
2000,"Male","Master's Degrees","History","Indiana University at Bloomington",1809,6
2000,"Male","Master's Degrees","History","Purdue University, Main Campus",1825,6
2000,"Male","Master's Degrees","English and Literature","Indiana University at Bloomington",1809,11
2000,"Male","Master's Degrees","English and Literature","Pennsylvania State U, Main Campus",6965,20
2000,"Male","Master's Degrees","English and Literature","Purdue University, Main Campus",1825,9
2000,"Male","Master's Degrees","Foreign Languages","Indiana University at Bloomington",1809,15
2000,"Male","Master's Degrees","Foreign Languages","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Master's Degrees","Foreign Languages","Purdue University, Main Campus",1825,6
2000,"Male","Master's Degrees","Other Humanities","Indiana University at Bloomington",1809,5
2000,"Male","Master's Degrees","Other Humanities","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Master's Degrees","Other Humanities","Purdue University, Main Campus",1825,1
2000,"Male","Master's Degrees","Religion and Theology","Indiana University at Bloomington",1809,2
2000,"Male","Master's Degrees","Arts and Music","Indiana University at Bloomington",1809,83
2000,"Male","Master's Degrees","Arts and Music","Pennsylvania State U, Main Campus",6965,19
2000,"Male","Master's Degrees","Arts and Music","Purdue University, Main Campus",1825,9
2000,"Male","Master's Degrees","Architecture and Environmental Design","Pennsylvania State U, Main Campus",6965,5
2000,"Male","Master's Degrees","Other Science/Technical Education","Indiana University at Bloomington",1809,4
2000,"Male","Master's Degrees","Other Science/Technical Education","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Master's Degrees","Other Science/Technical Education","Purdue University, Main Campus",1825,36
2000,"Male","Master's Degrees","Non-Science Education","Indiana University at Bloomington",1809,101
2000,"Male","Master's Degrees","Non-Science Education","Pennsylvania State U, Main Campus",6965,46
2000,"Male","Master's Degrees","Non-Science Education","Purdue University, Main Campus",1825,33
2000,"Male","Master's Degrees","Business and Management","Indiana University at Bloomington",1809,314
2000,"Male","Master's Degrees","Business and Management","Pennsylvania State U, Main Campus",6965,122
2000,"Male","Master's Degrees","Business and Management","Purdue University, Main Campus",1825,234
2000,"Male","Master's Degrees","Communication and Librarianship","Indiana University at Bloomington",1809,52
2000,"Male","Master's Degrees","Communication and Librarianship","Pennsylvania State U, Main Campus",6965,2
2000,"Male","Master's Degrees","Communication and Librarianship","Purdue University, Main Campus",1825,3
2000,"Male","Master's Degrees","Law","Indiana University at Bloomington",1809,20
2000,"Male","Master's Degrees","Vocational Studies and Home Economics","Indiana University at Bloomington",1809,1
2000,"Male","Master's Degrees","Vocational Studies and Home Economics","Pennsylvania State U, Main Campus",6965,3
2000,"Male","Master's Degrees","Vocational Studies and Home Economics","Purdue University, Main Campus",1825,2
2000,"Male","Master's Degrees","Other Non-sciences or Unknown Disciplines","Indiana University at Bloomington",1809,12
2000,"Male","Master's Degrees","Other Non-sciences or Unknown Disciplines","Pennsylvania State U, Main Campus",6965,17
2000,"Male","Bachelor's Degrees","Aerospace Engineering","Pennsylvania State U, Main Campus",6965,37
2000,"Male","Bachelor's Degrees","Aerospace Engineering","Purdue University, Main Campus",1825,33
2000,"Male","Bachelor's Degrees","Chemical Engineering","Pennsylvania State U, Main Campus",6965,98
2000,"Male","Bachelor's Degrees","Chemical Engineering","Purdue University, Main Campus",1825,66
2000,"Male","Bachelor's Degrees","Civil Engineering","Pennsylvania State U, Main Campus",6965,206
2000,"Male","Bachelor's Degrees","Civil Engineering","Purdue University, Main Campus",1825,102
2000,"Male","Bachelor's Degrees","Electrical Engineering","Pennsylvania State U, Main Campus",6965,258
2000,"Male","Bachelor's Degrees","Electrical Engineering","Purdue University, Main Campus",1825,240
2000,"Male","Bachelor's Degrees","Mechanical Engineering","Pennsylvania State U, Main Campus",6965,229
2000,"Male","Bachelor's Degrees","Mechanical Engineering","Purdue University, Main Campus",1825,187
2000,"Male","Bachelor's Degrees","Materials Engineering","Pennsylvania State U, Main Campus",6965,27
2000,"Male","Bachelor's Degrees","Materials Engineering","Purdue University, Main Campus",1825,11
2000,"Male","Bachelor's Degrees","Industrial Engineering","Pennsylvania State U, Main Campus",6965,70
2000,"Male","Bachelor's Degrees","Industrial Engineering","Purdue University, Main Campus",1825,108
2000,"Male","Bachelor's Degrees","Other Engineering","Pennsylvania State U, Main Campus",6965,43
2000,"Male","Bachelor's Degrees","Other Engineering","Purdue University, Main Campus",1825,77
2000,"Male","Bachelor's Degrees","Astronomy","Indiana University at Bloomington",1809,2
2000,"Male","Bachelor's Degrees","Chemistry","Indiana University at Bloomington",1809,33
2000,"Male","Bachelor's Degrees","Chemistry","Pennsylvania State U, Main Campus",6965,16
2000,"Male","Bachelor's Degrees","Chemistry","Purdue University, Main Campus",1825,26
2000,"Male","Bachelor's Degrees","Physics","Indiana University at Bloomington",1809,5
2000,"Male","Bachelor's Degrees","Physics","Pennsylvania State U, Main Campus",6965,17
2000,"Male","Bachelor's Degrees","Physics","Purdue University, Main Campus",1825,10
2000,"Male","Bachelor's Degrees","Other Physical Sciences","Pennsylvania State U, Main Campus",6965,6
2000,"Male","Bachelor's Degrees","Atmospheric Sciences","Pennsylvania State U, Main Campus",6965,48
2000,"Male","Bachelor's Degrees","Earth Sciences","Indiana University at Bloomington",1809,7
2000,"Male","Bachelor's Degrees","Earth Sciences","Pennsylvania State U, Main Campus",6965,26
2000,"Male","Bachelor's Degrees","Earth Sciences","Purdue University, Main Campus",1825,10
2000,"Male","Bachelor's Degrees","Mathematics and Statistics","Indiana University at Bloomington",1809,23
2000,"Male","Bachelor's Degrees","Mathematics and Statistics","Pennsylvania State U, Main Campus",6965,50
2000,"Male","Bachelor's Degrees","Mathematics and Statistics","Purdue University, Main Campus",1825,30
2000,"Male","Bachelor's Degrees","Computer Science","Indiana University at Bloomington",1809,19
2000,"Male","Bachelor's Degrees","Computer Science","Pennsylvania State U, Main Campus",6965,73
2000,"Male","Bachelor's Degrees","Computer Science","Purdue University, Main Campus",1825,223
2000,"Male","Bachelor's Degrees","Agricultural Sciences","Pennsylvania State U, Main Campus",6965,213
2000,"Male","Bachelor's Degrees","Agricultural Sciences","Purdue University, Main Campus",1825,151
2000,"Male","Bachelor's Degrees","Biological Sciences","Indiana University at Bloomington",1809,149
