"Year","Academic Discipline, Broad (standardized)","Level of Degree or Other Award","Highest Degree (standardized)","Degrees/Awards Conferred (NCES population of institutions)(Sum)"
1978,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Bachelor's-granting Institutions",849
1978,"Interdisciplinary or Other Sciences","Bachelor's Degrees","Other/Unknown Degree Level",4
1978,"Humanities","Doctorate Degrees","Doctorate-granting Institutions",3215
1978,"Humanities","Doctorate Degrees","Other/Unknown Degree Level",1
1978,"Humanities","Bachelor's Degrees","Doctorate-granting Institutions",41240
1978,"Humanities","Bachelor's Degrees","First Professional Institutions",2172
1978,"Humanities","Bachelor's Degrees","Master's-granting Institutions",23508
1978,"Humanities","Bachelor's Degrees","Bachelor's-granting Institutions",9022
1978,"Humanities","Bachelor's Degrees","Other/Unknown Degree Level",173
1978,"Religion and Theology","Doctorate Degrees","Doctorate-granting Institutions",1142
1978,"Religion and Theology","Doctorate Degrees","First Professional Institutions",20
1978,"Religion and Theology","Doctorate Degrees","Master's-granting Institutions",12
1978,"Religion and Theology","Doctorate Degrees","Other/Unknown Degree Level",96
1978,"Religion and Theology","Bachelor's Degrees","Doctorate-granting Institutions",1815
1978,"Religion and Theology","Bachelor's Degrees","First Professional Institutions",865
1978,"Religion and Theology","Bachelor's Degrees","Master's-granting Institutions",2359
1978,"Religion and Theology","Bachelor's Degrees","Bachelor's-granting Institutions",3061
1978,"Religion and Theology","Bachelor's Degrees","Other/Unknown Degree Level",139
1978,"Arts and Music","Doctorate Degrees","Doctorate-granting Institutions",712
1978,"Arts and Music","Doctorate Degrees","Other/Unknown Degree Level",1
1978,"Arts and Music","Bachelor's Degrees","Doctorate-granting Institutions",20952
1978,"Arts and Music","Bachelor's Degrees","First Professional Institutions",950
1978,"Arts and Music","Bachelor's Degrees","Master's-granting Institutions",15184
1978,"Arts and Music","Bachelor's Degrees","Bachelor's-granting Institutions",4123
1978,"Arts and Music","Bachelor's Degrees","Other/Unknown Degree Level",118
1978,"Architecture and Environmental Design","Doctorate Degrees","Doctorate-granting Institutions",73
1978,"Architecture and Environmental Design","Bachelor's Degrees","Doctorate-granting Institutions",7619
1978,"Architecture and Environmental Design","Bachelor's Degrees","First Professional Institutions",108
1978,"Architecture and Environmental Design","Bachelor's Degrees","Master's-granting Institutions",1437
1978,"Architecture and Environmental Design","Bachelor's Degrees","Bachelor's-granting Institutions",101
1978,"Architecture and Environmental Design","Bachelor's Degrees","Other/Unknown Degree Level",1
1978,"Education","Doctorate Degrees","Doctorate-granting Institutions",7623
1978,"Education","Doctorate Degrees","Master's-granting Institutions",5
1978,"Education","Doctorate Degrees","Other/Unknown Degree Level",4
1978,"Education","Bachelor's Degrees","Doctorate-granting Institutions",63554
1978,"Education","Bachelor's Degrees","First Professional Institutions",3595
1978,"Education","Bachelor's Degrees","Master's-granting Institutions",59002
1978,"Education","Bachelor's Degrees","Bachelor's-granting Institutions",13132
1978,"Education","Bachelor's Degrees","Two-year Institutions",4
1978,"Education","Bachelor's Degrees","Other/Unknown Degree Level",184
1978,"Business and Management","Doctorate Degrees","Doctorate-granting Institutions",933
1978,"Business and Management","Bachelor's Degrees","Doctorate-granting Institutions",89692
1978,"Business and Management","Bachelor's Degrees","First Professional Institutions",5816
1978,"Business and Management","Bachelor's Degrees","Master's-granting Institutions",56897
1978,"Business and Management","Bachelor's Degrees","Bachelor's-granting Institutions",13440
1978,"Business and Management","Bachelor's Degrees","Two-year Institutions",79
1978,"Business and Management","Bachelor's Degrees","Other/Unknown Degree Level",125
1978,"Communication and Librarianship","Doctorate Degrees","Doctorate-granting Institutions",246
1978,"Communication and Librarianship","Bachelor's Degrees","Doctorate-granting Institutions",17571
1978,"Communication and Librarianship","Bachelor's Degrees","First Professional Institutions",814
1978,"Communication and Librarianship","Bachelor's Degrees","Master's-granting Institutions",5482
1978,"Communication and Librarianship","Bachelor's Degrees","Bachelor's-granting Institutions",697
1978,"Communication and Librarianship","Bachelor's Degrees","Other/Unknown Degree Level",3
1978,"Law","Doctorate Degrees","Doctorate-granting Institutions",39
1978,"Law","Bachelor's Degrees","Doctorate-granting Institutions",309
1978,"Law","Bachelor's Degrees","First Professional Institutions",144
1978,"Law","Bachelor's Degrees","Master's-granting Institutions",117
1978,"Law","Bachelor's Degrees","Bachelor's-granting Institutions",83
1978,"Social Service Professions","Doctorate Degrees","Doctorate-granting Institutions",210
1978,"Social Service Professions","Bachelor's Degrees","Doctorate-granting Institutions",7589
1978,"Social Service Professions","Bachelor's Degrees","First Professional Institutions",490
1978,"Social Service Professions","Bachelor's Degrees","Master's-granting Institutions",5391
1978,"Social Service Professions","Bachelor's Degrees","Bachelor's-granting Institutions",1172
1978,"Social Service Professions","Bachelor's Degrees","Other/Unknown Degree Level",7
1978,"Vocational Studies and Home Economics","Doctorate Degrees","Doctorate-granting Institutions",220
